Id,Model,Age_08_04,Mfg_Month,KM,HP,cc,Quarterly_Tax,Weight,Price (Y),,,,
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,4,128960,110,1600,85,1070,7250,,,,
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,1,128351,110,1600,85,1070,9250,,,,
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,8,128006,110,1600,69,1050,8250,,,,
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,71,10,127159,72,2000,185,1115,7250,,,,
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,72,9,126478,110,1600,69,1035,5250,,,,
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,77,4,126000,110,1600,69,1050,7900,,,,
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,5,125778,110,1600,69,1050,6900,,,,
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,75,6,125400,110,1600,69,1050,7900,,,,
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,74,7,124910,72,2000,185,1135,7250,,,,
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,70,11,124743,110,1600,69,1050,8450,,,,
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,76,5,124591,110,1600,85,1075,7950,,,,
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,124057,110,1600,69,1050,7950,,,,
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,72,9,123403,110,1600,69,1050,6450,,,,
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,123104,110,1600,85,1070,6650,,,,
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,7,123077,86,1300,69,1015,7950,,,,
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,80,1,122820,86,1300,69,1040,7250,,,,
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,122290,110,1600,69,1050,7450,,,,
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,74,7,121900,110,1600,69,1035,7950,,,,
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,4,121545,110,1600,85,1070,7250,,,,
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,71,10,120474,72,2000,185,1115,8250,,,,
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,76,5,120263,72,2000,64,1135,8950,,,,
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,120196,110,1600,69,1050,7750,,,,
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,71,10,120000,110,1600,85,1085,8500,,,,
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,78,3,120000,110,1600,85,1075,7750,,,,
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,73,8,115877,110,1600,69,1035,5750,,,,
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,5,115345,110,1600,85,1070,6900,,,,
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,71,10,115157,110,1600,69,1050,6500,,,,
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,78,3,115000,107,1600,85,1100,6500,,,,
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,77,4,114258,86,1300,69,1050,7600,,,,
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,73,8,112963,72,2000,185,1135,8950,,,,
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,7,112307,110,1600,85,1070,7450,,,,
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,72,9,112000,86,1300,69,1015,7350,,,,
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,73,8,111602,86,1300,69,1015,7750,,,,
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,80,1,111392,110,1598,197,1083,7460,,,,
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,76,5,110901,110,1600,85,1085,9250,,,,
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,1,110887,110,1600,85,1055,7250,,,,
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,72,9,110634,86,1300,69,1015,6500,,,,
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,1,110000,110,1600,69,1035,6800,,,,
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,75,6,109540,110,1600,85,1085,8700,,,,
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,109263,110,1600,85,1070,7500,,,,
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,71,10,107516,110,1600,69,1050,7750,,,,
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,8,107108,110,1600,69,1050,7950,,,,
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,107000,110,1600,69,1050,9950,,,,
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,7,106250,110,1600,85,1070,6640,,,,
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,71,10,106150,86,1300,19,1015,8750,,,,
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,72,9,106108,110,1600,69,1050,7750,,,,
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,72,9,105856,86,1300,69,1015,5950,,,,
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,105152,86,1300,69,1015,6750,,,,
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,105135,110,1600,69,1050,6500,,,,
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,76,5,104344,110,1600,69,1050,8750,,,,
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,74,7,104150,110,1600,69,1050,7950,,,,
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,74,7,104000,86,1300,69,1010,6750,,,,
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,73,8,103121,86,1300,69,1035,7950,,,,
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,80,1,102300,86,1300,69,1015,7950,,,,
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,75,6,102005,107,1600,85,1105,8950,,,,
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,102000,86,1300,69,1015,7750,,,,
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,101855,110,1600,85,1070,6450,,,,
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,101773,110,1600,69,1050,6900,,,,
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,75,6,101159,110,1600,85,1085,8450,,,,
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,74,7,101000,86,1300,19,1015,6750,,,,
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,74,7,100732,86,1300,69,1030,8050,,,,
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,79,2,100719,110,1600,85,1070,9500,,,,
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,3,100487,110,1600,69,1035,7750,,,,
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,1,100458,110,1600,85,1085,8500,,,,
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,100192,110,1600,69,1050,7795,,,,
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,100123,110,1600,69,1050,6490,,,,
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,8,99971,110,1600,69,1050,7950,,,,
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,99397,86,1300,69,1035,6425,,,,
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,69,12,99374,86,1300,69,1035,8950,,,,
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,72,9,99245,110,1600,19,1114,6950,,,,
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,79,2,98742,110,1600,85,1085,8750,,,,
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,71,10,98154,110,1600,69,1050,8450,,,,
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,77,4,98000,110,1600,19,1065,7950,,,,
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,1,97548,86,1300,69,1035,7950,,,,
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,78,3,97534,110,1600,85,1070,8900,,,,
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,73,8,97494,110,1600,85,1085,8950,,,,
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,73,8,97085,110,1600,85,1085,8900,,,,
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,69,12,97000,110,1600,69,1035,7950,,,,
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,7,96302,86,1300,69,1015,6495,,,,
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,3,96000,86,1300,69,1015,7250,,,,
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,74,7,96000,110,1600,85,1085,9250,,,,
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,95909,110,1600,85,1070,6650,,,,
1177,TOYOTA Corolla 1.6 Terra Stationwagen,79,2,95700,110,1600,85,1085,6990,,,,
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,95651,110,1600,85,1070,7750,,,,
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,95000,86,1300,69,1035,6950,,,,
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,94447,110,1600,69,1050,7250,,,,
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,1,94079,110,1600,85,1085,9950,,,,
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,80,1,93841,110,1600,85,1070,9250,,,,
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,93090,86,1300,69,1035,7200,,,,
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,9,93066,110,1600,85,1075,8250,,,,
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,79,2,93039,110,1600,69,1050,8950,,,,
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,77,4,93000,110,1600,85,1075,8250,,,,
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,1,92830,86,1300,69,1015,6250,,,,
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,80,1,92255,107,1600,85,1105,9900,,,,
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,1,92096,86,1300,69,1035,7300,,,,
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,72,9,91921,86,1300,69,1020,8950,,,,
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,70,11,91900,86,1300,69,1015,6500,,,,
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,91399,110,1600,85,1070,7950,,,,
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,91082,110,1600,69,1050,7450,,,,
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,71,10,90370,86,1300,69,1035,7950,,,,
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,78,3,90345,86,1300,69,1035,8500,,,,
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,90305,86,1300,69,1015,6950,,,,
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,78,3,90011,86,1300,69,1045,7950,,,,
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,90000,86,1300,69,1015,6750,,,,
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,70,11,89983,110,1600,85,1055,8450,,,,
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,78,3,89953,110,1600,19,1114,7500,,,,
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,74,7,89800,72,2000,185,1115,8750,,,,
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,89739,86,1300,69,1035,8750,,,,
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,5,89520,110,1600,69,1050,8950,,,,
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,6,89507,86,1300,69,1015,7450,,,,
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,69,12,89096,110,1600,85,1085,9200,,,,
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,88700,110,1600,69,1050,8950,,,,
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,9,88500,110,1600,85,1075,7850,,,,
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,73,8,88186,72,2000,185,1115,6950,,,,
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,75,6,88000,110,1600,69,1050,7200,,,,
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,78,3,87743,110,1600,85,1055,7450,,,,
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,6,87613,86,1300,69,1015,6750,,,,
1213,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,8,87358,110,1600,69,1050,7500,,,,
1214,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,72,9,87083,110,1600,69,1035,7450,,,,
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,70,11,87000,110,1600,69,1035,7950,,,,
1216,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,3,87000,110,1600,69,1035,7250,,,,
1217,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,73,8,87000,86,1300,69,1015,7950,,,,
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,1,87000,86,1300,69,1015,8250,,,,
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,9,86860,110,1600,85,1075,8250,,,,
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,1,86109,110,1600,85,1055,6750,,,,
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,79,2,86000,86,1300,69,1040,8750,,,,
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,80,1,86000,110,1600,19,1050,8950,,,,
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,70,11,85864,72,2000,185,1135,8500,,,,
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,1,85565,110,1600,85,1070,8250,,,,
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,70,11,85470,107,1600,85,1080,9450,,,,
1226,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,8,85200,110,1600,69,1050,7950,,,,
1227,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,70,11,85000,110,1600,85,1055,7900,,,,
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,8,84988,110,1600,69,1050,8500,,,,
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,79,2,84966,110,1600,85,1070,8250,,,,
1230,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,5,84472,110,1600,85,1070,8250,,,,
1231,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,73,8,84402,110,1600,69,1035,8950,,,,
1232,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,84123,110,1600,69,1050,7950,,,,
1233,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,1,84000,110,1600,85,1075,6950,,,,
1234,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,78,3,84000,110,1600,19,1065,7250,,,,
1235,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,77,4,84000,110,1600,85,1085,7750,,,,
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,75,6,83850,110,1600,85,1055,8700,,,,
1237,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,80,1,83540,110,1600,85,1070,8950,,,,
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,5,83405,110,1600,85,1070,6750,,,,
1239,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,71,10,83291,110,1600,85,1070,7500,,,,
1240,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,69,12,83133,86,1300,69,1015,7950,,,,
1241,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,71,10,83047,86,1300,69,1045,8950,,,,
1242,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,71,10,82700,110,1600,69,1050,7950,,,,
1243,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,3,82675,86,1300,69,1015,7450,,,,
1244,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,78,3,82595,86,1300,19,1015,5950,,,,
1245,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,82256,110,1600,69,1050,7750,,,,
1246,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,82103,86,1300,69,1015,6950,,,,
1247,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,1,82021,86,1300,69,1035,8750,,,,
1248,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,71,10,82000,110,1600,85,1075,8950,,,,
1249,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,79,2,81988,110,1600,85,1070,7495,,,,
1250,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,5,81930,110,1600,85,1070,7750,,,,
1251,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,70,11,81663,110,1600,69,1050,6950,,,,
1252,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,4,80486,110,1600,85,1070,7990,,,,
1253,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,78,3,80000,110,1600,19,1065,7250,,,,
1254,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,69,12,79000,86,1300,69,1015,6900,,,,
1255,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,7,78894,110,1600,85,1070,7750,,,,
1256,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,3,78689,110,1600,69,1035,7250,,,,
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,78435,86,1300,69,1015,8950,,,,
1258,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,71,10,78260,110,1600,69,1050,8500,,,,
1259,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,9,78120,110,1600,85,1075,7950,,,,
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,77,4,77000,86,1300,19,1015,6950,,,,
1261,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,78,3,77000,110,1600,69,1050,8000,,,,
1262,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,75,6,76382,110,1600,85,1055,7950,,,,
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,76,5,76268,86,1300,69,1015,8500,,,,
1264,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,73,8,76151,86,1300,69,1015,7490,,,,
1265,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,80,1,76000,110,1600,69,1050,8250,,,,
1266,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,71,10,76000,110,1600,85,1070,9250,,,,
1267,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,72,9,75840,86,1300,69,1035,7950,,,,
1268,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,77,4,75799,110,1600,19,1050,9500,,,,
1269,TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,72,9,75525,110,1600,19,1114,8950,,,,
1270,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,78,3,75323,86,1300,69,1050,8450,,,,
1271,TOYOTA Corolla 1.6 station 1 Stationwagen,79,2,75322,110,1600,85,1115,7995,,,,
1272,TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,78,3,75226,110,1600,69,1035,8750,,,,
1273,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,71,10,75085,86,1300,69,1035,5950,,,,
1274,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,73,8,75000,110,1600,85,1075,8500,,,,
1275,TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,69,12,75000,86,1300,69,1000,8950,,,,
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,69,12,75000,86,1300,69,1000,8750,,,,
1277,TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,78,3,74926,110,1600,85,1075,7600,,,,
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,1,74785,110,1600,85,1070,7145,,,,
1279,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,69,12,74573,110,1600,85,1085,8450,,,,
1280,TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,75,6,74567,86,1300,19,1015,5950,,,,
1281,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,1,74196,110,1600,85,1075,9000,,,,
1282,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,74151,110,1600,69,1050,7250,,,,
1283,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,75,6,74096,110,1600,69,1050,7400,,,,
1284,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,2,74093,110,1600,85,1075,8800,,,,
1285,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,71,10,74000,110,1600,69,1050,7750,,,,
1286,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,6,74000,86,1300,69,1015,7500,,,,
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,78,3,73638,86,1300,19,1015,8450,,,,
1288,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,73460,110,1600,85,1070,7400,,,,
1289,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,1,73200,110,1600,85,1070,7500,,,,
1290,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,76,5,73116,110,1600,85,1075,8950,,,,
1291,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,70,11,73014,110,1600,85,1075,8950,,,,
1292,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,72703,110,1600,69,1050,7950,,,,
1293,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,2,72328,110,1600,85,1075,7950,,,,
1294,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,72222,110,1600,85,1070,7950,,,,
1295,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,71,10,72128,107,1600,85,1100,8950,,,,
1296,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,3,72090,110,1600,85,1070,7750,,,,
1297,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,3,72000,110,1600,69,1035,8250,,,,
1298,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,78,3,72000,110,1600,85,1055,7950,,,,
1299,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,71900,86,1300,69,1015,7750,,,,
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,77,4,71825,110,1600,85,1075,8500,,,,
1301,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,80,1,71740,110,1600,85,1070,6950,,,,
1302,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,1,71500,110,1600,69,1035,7500,,,,
1303,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,79,2,71359,110,1600,69,1050,7750,,,,
1304,TOYOTA Corolla 1.3 16v linea terra ,79,2,71263,86,1300,69,1015,5950,,,,
1305,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,78,3,71186,110,1600,69,1050,7500,,,,
1306,TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,72,9,71054,86,1300,69,1045,8950,,,,
1307,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,76,5,71000,110,1600,69,1050,7950,,,,
1308,TOYOTA Corolla 1.6 lb aut 4/5-Doors,80,1,70939,110,1600,85,1100,6900,,,,
1309,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,70932,110,1600,69,1050,7450,,,,
1310,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,80,1,70597,107,1600,85,1080,8500,,,,
1311,TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,73,8,70482,110,1600,19,1075,7500,,,,
